node_id,latitude,longitude
6163186798,-5.5232177,105.4011321
6163187202,-5.5252195,105.4006626
6163187284,-5.5160525,105.3972874
6163187391,-5.5170439,105.3965248
6163631890,-5.5134864,105.4770085
6163631900,-5.5108687,105.4815388
6163631902,-5.510324,105.4824078
6163631915,-5.5085179,105.4886104
6163660374,-5.5798553,105.4708394
6163660557,-5.5761259,105.4850686
6163828280,-5.5516433,105.466666
6163848160,-5.5396245,105.3644515
6163848161,-5.5420272,105.3705811
6163848172,-5.5418403,105.3687438
6163848173,-5.5421653,105.368939
6163848174,-5.5411436,105.3686741
6163848175,-5.5419712,105.3691971
6163848178,-5.5423289,105.3694868
6163848183,-5.5420679,105.3683596
6163848184,-5.5409246,105.36832
6163848193,-5.5432916,105.3681064
6163848194,-5.5430306,105.367961
6163848196,-5.5428005,105.3678091
6163848198,-5.5429305,105.3671854
6163848200,-5.5424827,105.3677977
6163848202,-5.5426165,105.3676147
6163848203,-5.542154,105.3669722
6163848204,-5.5427698,105.3674051
6163980034,-5.5189248,105.4425676
6163981629,-5.5207929,105.4257178
6163982408,-5.5224742,105.4321794
6163986687,-5.522581,105.4432945
6163986728,-5.5131941,105.4398841
6163986750,-5.5185924,105.4405486
6163986757,-5.5202984,105.44021
6163986903,-5.5214517,105.4321821
6163986945,-5.513142,105.4350293
6163987127,-5.5109101,105.4316095
6164273849,-5.5864115,105.4014587
6164273858,-5.5836753,105.4059407
6164274522,-5.5747311,105.4183446
6164274529,-5.5748179,105.4172918
6164274530,-5.5756481,105.4174232
6164274535,-5.5750616,105.417589
6164274536,-5.5747592,105.4187965
6164274543,-5.5753465,105.4179677
6164275361,-5.5832215,105.4167916
6164276368,-5.5852076,105.4090011
6164276399,-5.5805739,105.4113301
6164276400,-5.5833937,105.4163316
6164276403,-5.5828744,105.4165676
6164276439,-5.5852703,105.4081267
6164276452,-5.57804,105.4054821
6164276471,-5.5771083,105.4079202
6164293809,-5.5744753,105.4849975
6164293823,-5.5489561,105.463938
6164293824,-5.5496146,105.4643841
6165059323,-5.5045799,105.4526567
